考试ID,考试开始时间,考试类型,学科ID,学期ID
137121,2017/11/15 0:00,2,2,1
137122,2017/11/15 0:00,2,2,1
136831,2017/11/15 0:00,2,1,1
137067,2017/11/15 0:00,2,6,1
136965,2017/11/15 0:00,2,1,1
136822,2017/11/15 0:00,2,2,1
137123,2017/11/15 0:00,2,2,1
136817,2017/11/15 0:00,2,2,1
136814,2017/11/15 0:00,2,2,1
136816,2017/11/15 0:00,2,2,1
136818,2017/11/15 0:00,2,2,1
137051,2017/11/15 0:00,2,7,1
137048,2017/11/15 0:00,2,7,1
136947,2017/11/15 0:00,2,2,1
137049,2017/11/15 0:00,2,7,1
137052,2017/11/15 0:00,2,7,1
137124,2017/11/15 0:00,2,2,1
137867,2017/11/23 0:00,4,17,1
136916,2017/11/15 0:00,2,5,1
136892,2017/11/15 0:00,2,7,1
137868,2017/11/23 0:00,4,17,1
136880,2017/11/15 0:00,2,8,1
136856,2017/11/15 0:00,2,17,1
136903,2017/11/15 0:00,2,6,1
136815,2017/11/15 0:00,2,2,1
136825,2017/11/15 0:00,2,2,1
137111,2017/11/15 0:00,2,3,1
136953,2017/11/15 0:00,2,2,1
136948,2017/11/15 0:00,2,2,1
137050,2017/11/15 0:00,2,7,1
137059,2017/11/15 0:00,2,7,1
137084,2017/11/15 0:00,2,5,1
137085,2017/11/15 0:00,2,5,1
136906,2017/11/15 0:00,2,6,1
136908,2017/11/15 0:00,2,6,1
136899,2017/11/15 0:00,2,6,1
136989,2017/11/15 0:00,2,17,1
136991,2017/11/15 0:00,2,17,1
136992,2017/11/15 0:00,2,17,1
136830,2017/11/15 0:00,2,1,1
137054,2017/11/15 0:00,2,7,1
137055,2017/11/15 0:00,2,7,1
137056,2017/11/15 0:00,2,7,1
137058,2017/11/15 0:00,2,7,1
137057,2017/11/15 0:00,2,7,1
137047,2017/11/15 0:00,2,7,1
136949,2017/11/15 0:00,2,2,1
136937,2017/11/15 0:00,2,3,1
136905,2017/11/15 0:00,2,6,1
136990,2017/11/15 0:00,2,17,1
136838,2017/11/15 0:00,2,1,1
136993,2017/11/15 0:00,2,17,1
136994,2017/11/15 0:00,2,17,1
136820,2017/11/15 0:00,2,2,1
137061,2017/11/15 0:00,2,6,1
137081,2017/11/15 0:00,2,5,1
137075,2017/11/15 0:00,2,5,1
137128,2017/11/15 0:00,2,1,1
136944,2017/11/15 0:00,2,3,1
127514,2015/11/2 0:00,2,7,4
136821,2017/11/15 0:00,2,2,1
127515,2015/11/2 0:00,2,7,4
136823,2017/11/15 0:00,2,2,1
137110,2017/11/15 0:00,2,3,1
127516,2015/11/2 0:00,2,7,4
127511,2015/11/2 0:00,2,7,4
137106,2017/11/15 0:00,2,3,1
127512,2015/11/2 0:00,2,7,4
127530,2015/11/2 0:00,2,5,4
127816,2015/12/17 0:00,9,5,4
127808,2015/12/17 0:00,9,6,4
127828,2015/12/17 0:00,9,4,4
127535,2015/11/2 0:00,2,5,4
127807,2015/12/17 0:00,9,6,4
127675,2015/11/2 0:00,2,5,4
127510,2015/11/2 0:00,2,7,4
127498,2015/11/2 0:00,2,8,4
127400,2015/11/2 0:00,2,6,4
127503,2015/11/2 0:00,2,8,4
127595,2015/11/2 0:00,2,17,4
127504,2015/11/2 0:00,2,8,4
127505,2015/11/2 0:00,2,8,4
123865,2014/11/27 0:00,9,2,3
123851,2014/11/27 0:00,9,3,3
123858,2014/11/27 0:00,9,3,3
124646,2015/1/31 0:00,5,1,3
137784,2017/11/23 0:00,4,6,1
137869,2017/11/23 0:00,4,17,1
125313,2015/4/22 0:00,9,8,5
125596,2015/4/27 0:00,2,17,5
137838,2017/11/23 0:00,4,2,1
125331,2015/4/22 0:00,9,5,5
125305,2015/4/22 0:00,9,57,5
136952,2017/11/15 0:00,2,2,1
137064,2017/11/15 0:00,2,6,1
136819,2017/11/15 0:00,2,2,1
137735,2017/11/23 0:00,4,17,1
135830,2017/6/28 0:00,3,8,2
135832,2017/6/28 0:00,3,17,2
137078,2017/11/15 0:00,2,5,1
125254,2015/3/23 0:00,7,2,5
137065,2017/11/15 0:00,2,6,1
137736,2017/11/23 0:00,4,17,1
125277,2015/3/23 0:00,7,57,5
125319,2015/4/22 0:00,9,6,5
125593,2015/4/27 0:00,2,17,5
127560,2015/11/2 0:00,2,2,4
127567,2015/11/2 0:00,2,2,4
137783,2017/11/23 0:00,4,6,1
135833,2017/6/28 0:00,3,59,2
136857,2017/11/15 0:00,2,17,1
136936,2017/11/15 0:00,2,3,1
127521,2015/11/2 0:00,2,6,4
137737,2017/11/23 0:00,4,17,1
137935,2017/11/23 0:00,4,7,1
135836,2017/6/28 0:00,3,3,2
139006,2018/1/21 0:00,22,8,1
139007,2018/1/21 0:00,22,8,1
137997,2017/11/23 0:00,4,2,1
137877,2017/11/23 0:00,4,17,1
137788,2017/11/23 0:00,4,6,1
135837,2017/6/28 0:00,3,4,2
127534,2015/11/2 0:00,2,5,4
137839,2017/11/23 0:00,4,2,1
135838,2017/6/28 0:00,3,5,2
136915,2017/11/15 0:00,2,5,1
136918,2017/11/15 0:00,2,5,1
136913,2017/11/15 0:00,2,5,1
136911,2017/11/15 0:00,2,5,1
136912,2017/11/15 0:00,2,5,1
136917,2017/11/15 0:00,2,5,1
136914,2017/11/15 0:00,2,5,1
136919,2017/11/15 0:00,2,5,1
136920,2017/11/15 0:00,2,5,1
127759,2015/11/2 0:00,2,38,4
127741,2015/11/2 0:00,2,6,4
135839,2017/6/28 0:00,3,6,2
135840,2017/6/28 0:00,3,7,2
137821,2017/11/23 0:00,4,3,1
125328,2015/4/22 0:00,9,5,5
125356,2015/4/22 0:00,9,3,5
135841,2017/6/28 0:00,3,8,2
139009,2018/1/21 0:00,22,8,1
138725,2018/1/21 0:00,22,3,1
138719,2018/1/21 0:00,22,3,1
125600,2015/4/27 0:00,2,17,5
135843,2017/6/28 0:00,3,17,2
137973,2017/11/23 0:00,4,4,1
125326,2015/4/22 0:00,9,6,5
138998,2018/1/21 0:00,22,8,1
125318,2015/4/22 0:00,9,6,5
125359,2015/4/22 0:00,9,2,5
137824,2017/11/23 0:00,4,3,1
138009,2017/11/23 0:00,4,1,1
139000,2018/1/21 0:00,22,8,1
138720,2018/1/21 0:00,22,3,1
135844,2017/6/28 0:00,3,59,2
136943,2017/11/15 0:00,2,3,1
139471,2018/1/26 0:00,3,3,1
125604,2015/4/27 0:00,2,7,5
125597,2015/4/27 0:00,2,17,5
138999,2018/1/21 0:00,22,8,1
138730,2018/1/21 0:00,22,3,1
138721,2018/1/21 0:00,22,3,1
136929,2017/11/15 0:00,2,4,1
136928,2017/11/15 0:00,2,4,1
136923,2017/11/15 0:00,2,4,1
136931,2017/11/15 0:00,2,4,1
135867,2017/6/28 0:00,3,1,2
135868,2017/6/28 0:00,3,2,2
140141,2018/1/23 0:00,5,7,1
139456,2018/1/26 0:00,3,4,1
139451,2018/1/26 0:00,3,4,1
139452,2018/1/26 0:00,3,4,1
139453,2018/1/26 0:00,3,4,1
139454,2018/1/26 0:00,3,4,1
139459,2018/1/26 0:00,3,4,1
140128,2018/1/23 0:00,5,8,1
138928,2018/1/21 0:00,22,1,1
136926,2017/11/15 0:00,2,4,1
136925,2017/11/15 0:00,2,4,1
136927,2017/11/15 0:00,2,4,1
136924,2017/11/15 0:00,2,4,1
136932,2017/11/15 0:00,2,4,1
135869,2017/6/28 0:00,3,3,2
139001,2018/1/21 0:00,22,8,1
137828,2017/11/23 0:00,4,3,1
140076,2018/1/23 0:00,5,17,1
140378,2018/1/21 0:00,22,8,1
140375,2018/1/21 0:00,22,8,1
140377,2018/1/21 0:00,22,8,1
139448,2018/1/26 0:00,3,5,1
139440,2018/1/26 0:00,3,5,1
139444,2018/1/26 0:00,3,5,1
139447,2018/1/26 0:00,3,5,1
139441,2018/1/26 0:00,3,5,1
139443,2018/1/26 0:00,3,5,1
139431,2018/1/26 0:00,3,6,1
139427,2018/1/26 0:00,3,6,1
139433,2018/1/26 0:00,3,6,1
139434,2018/1/26 0:00,3,6,1
139429,2018/1/26 0:00,3,6,1
139435,2018/1/26 0:00,3,6,1
139428,2018/1/26 0:00,3,6,1
139436,2018/1/26 0:00,3,6,1
136930,2017/11/15 0:00,2,4,1
135870,2017/6/28 0:00,3,4,2
135845,2017/6/28 0:00,3,1,2
138722,2018/1/21 0:00,22,3,1
137974,2017/11/23 0:00,4,4,1
125380,2015/4/22 0:00,9,1,5
125308,2015/4/22 0:00,9,57,5
125653,2015/4/27 0:00,2,2,5
125666,2015/4/27 0:00,2,1,5
125315,2015/4/22 0:00,9,7,5
125648,2015/4/27 0:00,2,2,5
125724,2015/5/4 0:00,6,6,5
125784,2015/5/4 0:00,6,1,5
125780,2015/5/4 0:00,6,1,5
125609,2015/4/27 0:00,2,6,5
125539,2015/4/27 0:00,2,4,5
125495,2015/4/27 0:00,2,17,5
125519,2015/4/27 0:00,2,6,5
125521,2015/4/27 0:00,2,6,5
125364,2015/4/22 0:00,9,2,5
125605,2015/4/27 0:00,2,7,5
125378,2015/4/22 0:00,9,1,5
125525,2015/4/27 0:00,2,6,5
125689,2015/4/27 0:00,2,38,5
125574,2015/4/27 0:00,2,1,5
125573,2015/4/27 0:00,2,1,5
125337,2015/4/22 0:00,9,4,5
125492,2015/4/27 0:00,2,17,5
125494,2015/4/27 0:00,2,17,5
125491,2015/4/27 0:00,2,17,5
125340,2015/4/22 0:00,9,4,5
125343,2015/4/22 0:00,9,4,5
125611,2015/4/27 0:00,2,6,5
125489,2015/4/27 0:00,2,17,5
125341,2015/4/22 0:00,9,4,5
125608,2015/4/27 0:00,2,6,5
125612,2015/4/27 0:00,2,6,5
125602,2015/4/27 0:00,2,8,5
125578,2015/4/27 0:00,2,1,5
125561,2015/4/27 0:00,2,2,5
139810,2018/1/23 0:00,5,4,1
139797,2018/1/23 0:00,5,5,1
139784,2018/1/23 0:00,5,6,1
139771,2018/1/23 0:00,5,7,1
139758,2018/1/23 0:00,5,8,1
139693,2018/1/23 0:00,5,17,1
139862,2018/1/23 0:00,5,59,1
139851,2018/1/23 0:00,5,1,1
139838,2018/1/23 0:00,5,2,1
139825,2018/1/23 0:00,5,3,1
139812,2018/1/23 0:00,5,4,1
139799,2018/1/23 0:00,5,5,1
139786,2018/1/23 0:00,5,6,1
139773,2018/1/23 0:00,5,7,1
139760,2018/1/23 0:00,5,8,1
139695,2018/1/23 0:00,5,17,1
139866,2018/1/23 0:00,5,59,1
139858,2018/1/23 0:00,5,1,1
139845,2018/1/23 0:00,5,2,1
139832,2018/1/23 0:00,5,3,1
139853,2018/1/23 0:00,5,1,1
139840,2018/1/23 0:00,5,2,1
139827,2018/1/23 0:00,5,3,1
139814,2018/1/23 0:00,5,4,1
139801,2018/1/23 0:00,5,5,1
139788,2018/1/23 0:00,5,6,1
139775,2018/1/23 0:00,5,7,1
139762,2018/1/23 0:00,5,8,1
139697,2018/1/23 0:00,5,17,1
139870,2018/1/23 0:00,5,59,1
139819,2018/1/23 0:00,5,4,1
139806,2018/1/23 0:00,5,5,1
139793,2018/1/23 0:00,5,6,1
139780,2018/1/23 0:00,5,7,1
139767,2018/1/23 0:00,5,8,1
139702,2018/1/23 0:00,5,17,1
139871,2018/1/23 0:00,5,59,1
139856,2018/1/23 0:00,5,1,1
139843,2018/1/23 0:00,5,2,1
139830,2018/1/23 0:00,5,3,1
138078,2018/1/11 0:00,5,9,1
140446,2018/3/15 0:00,7,4,6
140457,2018/3/15 0:00,7,5,6
140468,2018/3/15 0:00,7,6,6
140479,2018/3/15 0:00,7,7,6
139778,2018/1/23 0:00,5,7,1
139765,2018/1/23 0:00,5,8,1
139700,2018/1/23 0:00,5,17,1
139863,2018/1/23 0:00,5,59,1
139817,2018/1/23 0:00,5,4,1
139804,2018/1/23 0:00,5,5,1
139791,2018/1/23 0:00,5,6,1
140490,2018/3/15 0:00,7,8,6
141089,2018/4/23 0:00,2,3,6
140861,2018/4/18 0:00,22,3,6
140750,2018/4/18 0:00,22,3,6
141043,2018/4/23 0:00,2,8,6
141038,2018/4/23 0:00,2,8,6
141040,2018/4/23 0:00,2,8,6
140705,2018/4/18 0:00,22,6,6
141248,2018/4/23 0:00,2,2,6
140711,2018/4/18 0:00,22,6,6
140888,2018/4/18 0:00,22,1,6
141044,2018/4/23 0:00,2,8,6
140876,2018/4/18 0:00,22,2,6
140866,2018/4/18 0:00,22,3,6
141240,2018/4/23 0:00,2,3,6
141046,2018/4/23 0:00,2,8,6
140709,2018/4/18 0:00,22,6,6
141247,2018/4/23 0:00,2,2,6
141181,2018/4/23 0:00,2,7,6
140752,2018/4/18 0:00,22,3,6
140716,2018/4/18 0:00,22,6,6
141182,2018/4/23 0:00,2,7,6
141184,2018/4/23 0:00,2,7,6
141261,2018/4/23 0:00,2,1,6
140501,2018/3/15 0:00,7,17,6
140512,2018/3/15 0:00,7,59,6
140452,2018/3/15 0:00,7,4,6
140463,2018/3/15 0:00,7,5,6
140451,2018/3/15 0:00,7,4,6
137975,2017/11/23 0:00,4,4,1
137820,2017/11/23 0:00,4,3,1
138197,2018/1/11 0:00,5,11,1
137837,2017/11/23 0:00,4,2,1
139430,2018/1/26 0:00,3,6,1
139411,2018/1/26 0:00,3,8,1
139213,2018/1/26 0:00,3,8,1
139206,2018/1/26 0:00,3,8,1
139423,2018/1/26 0:00,3,7,1
139432,2018/1/26 0:00,3,6,1
140462,2018/3/15 0:00,7,5,6
140473,2018/3/15 0:00,7,6,6
139215,2018/1/26 0:00,3,8,1
139208,2018/1/26 0:00,3,8,1
139209,2018/1/26 0:00,3,8,1
139353,2018/1/26 0:00,3,17,1
139345,2018/1/26 0:00,3,17,1
138268,2018/1/11 0:00,5,11,1
138202,2018/1/11 0:00,5,11,1
140484,2018/3/15 0:00,7,7,6
140495,2018/3/15 0:00,7,8,6
139319,2018/1/26 0:00,3,59,1
139040,2018/1/21 0:00,22,5,1
138215,2018/1/11 0:00,5,12,1
139042,2018/1/21 0:00,22,5,1
140506,2018/3/15 0:00,7,17,6
139302,2018/1/26 0:00,3,1,1
138263,2018/1/11 0:00,5,11,1
138195,2018/1/11 0:00,5,11,1
137741,2017/11/23 0:00,4,17,1
138199,2018/1/11 0:00,5,11,1
138192,2018/1/11 0:00,5,11,1
140058,2018/1/23 0:00,5,1,1
140207,2018/1/23 0:00,5,2,1
135846,2017/6/28 0:00,3,2,2
140194,2018/1/23 0:00,5,3,1
140181,2018/1/23 0:00,5,4,1
140168,2018/1/23 0:00,5,5,1
135847,2017/6/28 0:00,3,3,2
140155,2018/1/23 0:00,5,6,1
140517,2018/3/15 0:00,7,59,6
140142,2018/1/23 0:00,5,7,1
137833,2017/11/23 0:00,4,2,1
135848,2017/6/28 0:00,3,4,2
137823,2017/11/23 0:00,4,3,1
137787,2017/11/23 0:00,4,6,1
135849,2017/6/28 0:00,3,5,2
135850,2017/6/28 0:00,3,6,2
139289,2018/1/26 0:00,3,2,1
139276,2018/1/26 0:00,3,3,1
139060,2018/1/21 0:00,22,4,1
139062,2018/1/21 0:00,22,4,1
137866,2017/11/23 0:00,4,17,1
137874,2017/11/23 0:00,4,17,1
139490,2018/1/26 0:00,3,1,1
139478,2018/1/26 0:00,3,2,1
137744,2017/11/23 0:00,4,17,1
137738,2017/11/23 0:00,4,17,1
137822,2017/11/23 0:00,4,3,1
139466,2018/1/26 0:00,3,3,1
139067,2018/1/21 0:00,22,3,1
138916,2018/1/21 0:00,22,2,1
140380,2018/1/21 0:00,22,8,1
140373,2018/1/21 0:00,22,8,1
140372,2018/1/21 0:00,22,8,1
140381,2018/1/21 0:00,22,8,1
140376,2018/1/21 0:00,22,8,1
140379,2018/1/21 0:00,22,8,1
140474,2018/3/15 0:00,7,6,6
140485,2018/3/15 0:00,7,7,6
139097,2018/1/21 0:00,22,1,1
140496,2018/3/15 0:00,7,8,6
139442,2018/1/26 0:00,3,5,1
139418,2018/1/26 0:00,3,7,1
139088,2018/1/21 0:00,22,2,1
135851,2017/6/28 0:00,3,7,2
137995,2017/11/23 0:00,4,3,1
135852,2017/6/28 0:00,3,8,2
137790,2017/11/23 0:00,4,6,1
139064,2018/1/21 0:00,22,3,1
140507,2018/3/15 0:00,7,17,6
139044,2018/1/21 0:00,22,5,1
139025,2018/1/21 0:00,22,6,1
139084,2018/1/21 0:00,22,2,1
138908,2018/1/21 0:00,22,3,1
139026,2018/1/21 0:00,22,6,1
139061,2018/1/21 0:00,22,4,1
139073,2018/1/21 0:00,22,3,1
138269,2018/1/11 0:00,5,9,1
139052,2018/1/21 0:00,22,4,1
138957,2018/1/21 0:00,22,17,1
138958,2018/1/21 0:00,22,17,1
139080,2018/1/21 0:00,22,2,1
138751,2018/1/21 0:00,22,1,1
135854,2017/6/28 0:00,3,17,2
135855,2017/6/28 0:00,3,59,2
135856,2017/6/28 0:00,3,1,2
140129,2018/1/23 0:00,5,8,1
135857,2017/6/28 0:00,3,2,2
139091,2018/1/21 0:00,22,1,1
140518,2018/3/15 0:00,7,59,6
140447,2018/3/15 0:00,7,4,6
140458,2018/3/15 0:00,7,5,6
140444,2018/3/15 0:00,7,4,6
139045,2018/1/21 0:00,22,5,1
138923,2018/1/21 0:00,22,1,1
138200,2018/1/11 0:00,5,11,1
141838,2018/5/27 0:00,7,2,6
139027,2018/1/21 0:00,22,6,1
139019,2018/1/21 0:00,22,7,1
140077,2018/1/23 0:00,5,17,1
140221,2018/1/23 0:00,5,1,1
135858,2017/6/28 0:00,3,3,2
135859,2017/6/28 0:00,3,4,2
141827,2018/5/27 0:00,7,3,6
141848,2018/5/27 0:00,7,1,6
139406,2018/1/26 0:00,3,8,1
139211,2018/1/26 0:00,3,8,1
139210,2018/1/26 0:00,3,8,1
139348,2018/1/26 0:00,3,17,1
139081,2018/1/21 0:00,22,2,1
139050,2018/1/21 0:00,22,4,1
139070,2018/1/21 0:00,22,3,1
139314,2018/1/26 0:00,3,59,1
140455,2018/3/15 0:00,7,5,6
138749,2018/1/21 0:00,22,1,1
139494,2018/1/26 0:00,3,1,1
139482,2018/1/26 0:00,3,2,1
140466,2018/3/15 0:00,7,6,6
140477,2018/3/15 0:00,7,7,6
139020,2018/1/21 0:00,22,7,1
139028,2018/1/21 0:00,22,6,1
139491,2018/1/26 0:00,3,1,1
139479,2018/1/26 0:00,3,2,1
139018,2018/1/21 0:00,22,7,1
135860,2017/6/28 0:00,3,5,2
140208,2018/1/23 0:00,5,2,1
135861,2017/6/28 0:00,3,6,2
141841,2018/5/27 0:00,7,2,6
140488,2018/3/15 0:00,7,8,6
141824,2018/5/27 0:00,7,3,6
141849,2018/5/27 0:00,7,1,6
139021,2018/1/21 0:00,22,7,1
140195,2018/1/23 0:00,5,3,1
139467,2018/1/26 0:00,3,3,1
139455,2018/1/26 0:00,3,4,1
141836,2018/5/27 0:00,7,2,6
135862,2017/6/28 0:00,3,7,2
135863,2017/6/28 0:00,3,8,2
141825,2018/5/27 0:00,7,3,6
141844,2018/5/27 0:00,7,1,6
135865,2017/6/28 0:00,3,17,2
139108,2018/1/21 0:00,22,59,1
140182,2018/1/23 0:00,5,4,1
139037,2018/1/21 0:00,22,5,1
141832,2018/5/27 0:00,7,2,6
139038,2018/1/21 0:00,22,5,1
141820,2018/5/27 0:00,7,3,6
141846,2018/5/27 0:00,7,1,6
140169,2018/1/23 0:00,5,5,1
140156,2018/1/23 0:00,5,6,1
135866,2017/6/28 0:00,3,59,2
135871,2017/6/28 0:00,3,5,2
140143,2018/1/23 0:00,5,7,1
140130,2018/1/23 0:00,5,8,1
135872,2017/6/28 0:00,3,6,2
135873,2017/6/28 0:00,3,7,2
140078,2018/1/23 0:00,5,17,1
135874,2017/6/28 0:00,3,8,2
140223,2018/1/23 0:00,5,1,1
140210,2018/1/23 0:00,5,2,1
139039,2018/1/21 0:00,22,5,1
139046,2018/1/21 0:00,22,5,1
140197,2018/1/23 0:00,5,3,1
135876,2017/6/28 0:00,3,17,2
135877,2017/6/28 0:00,3,59,2
141834,2018/5/27 0:00,7,2,6
135878,2017/6/28 0:00,3,1,2
139107,2018/1/21 0:00,22,59,1
140499,2018/3/15 0:00,7,17,6
140510,2018/3/15 0:00,7,59,6
138727,2018/1/21 0:00,22,3,1
138733,2018/1/21 0:00,22,2,1
138919,2018/1/21 0:00,22,2,1
138724,2018/1/21 0:00,22,3,1
138723,2018/1/21 0:00,22,3,1
138906,2018/1/21 0:00,22,3,1
138930,2018/1/21 0:00,22,1,1
140469,2018/3/15 0:00,7,6,6
145047,2018/10/23 0:00,22,8,7
145048,2018/10/23 0:00,22,8,7
145079,2018/10/23 0:00,22,5,7
145080,2018/10/23 0:00,22,5,7
145089,2018/10/23 0:00,22,5,7
144916,2018/10/23 0:00,22,5,7
144920,2018/10/23 0:00,22,5,7
144915,2018/10/23 0:00,22,5,7
138947,2018/1/21 0:00,22,17,1
140222,2018/1/23 0:00,5,1,1
141822,2018/5/27 0:00,7,3,6
138932,2018/1/21 0:00,22,1,1
135879,2017/6/28 0:00,3,2,2
138740,2018/1/21 0:00,22,2,1
138743,2018/1/21 0:00,22,2,1
138917,2018/1/21 0:00,22,2,1
138951,2018/1/21 0:00,22,17,1
140480,2018/3/15 0:00,7,7,6
138929,2018/1/21 0:00,22,1,1
138734,2018/1/21 0:00,22,2,1
139419,2018/1/26 0:00,3,7,1
139407,2018/1/26 0:00,3,8,1
139445,2018/1/26 0:00,3,5,1
138931,2018/1/21 0:00,22,1,1
138905,2018/1/21 0:00,22,3,1
138732,2018/1/21 0:00,22,2,1
135880,2017/6/28 0:00,3,3,2
135881,2017/6/28 0:00,3,4,2
135882,2017/6/28 0:00,3,5,2
135883,2017/6/28 0:00,3,6,2
135884,2017/6/28 0:00,3,7,2
135885,2017/6/28 0:00,3,8,2
135887,2017/6/28 0:00,3,17,2
135888,2017/6/28 0:00,3,59,2
135602,2017/6/28 0:00,5,17,2
135509,2017/6/28 0:00,5,5,2
135514,2017/6/28 0:00,5,17,2
135591,2017/6/28 0:00,5,17,2
135520,2017/6/28 0:00,5,5,2
135889,2017/6/28 0:00,3,1,2
135890,2017/6/28 0:00,3,2,2
135891,2017/6/28 0:00,3,3,2
135892,2017/6/28 0:00,3,4,2
135893,2017/6/28 0:00,3,5,2
135894,2017/6/28 0:00,3,6,2
135895,2017/6/28 0:00,3,7,2
135896,2017/6/28 0:00,3,8,2
135898,2017/6/28 0:00,3,17,2
135899,2017/6/28 0:00,3,59,2
135694,2017/6/28 0:00,3,5,2
135534,2017/6/28 0:00,5,8,2
135512,2017/6/28 0:00,5,8,2
135537,2017/6/28 0:00,5,59,2
135603,2017/6/28 0:00,5,59,2
135433,2017/6/28 0:00,5,3,2
135621,2017/6/28 0:00,5,7,2
136471,2017/9/20 0:00,7,7,1
136520,2017/9/20 0:00,7,3,1
136507,2017/9/20 0:00,7,4,1
136494,2017/9/20 0:00,7,5,1
136481,2017/9/20 0:00,7,6,1
135589,2017/6/28 0:00,5,8,2
135526,2017/6/28 0:00,5,59,2
135548,2017/6/28 0:00,5,59,2
135515,2017/6/28 0:00,5,59,2
135599,2017/6/28 0:00,5,7,2
135555,2017/6/28 0:00,5,7,2
136468,2017/9/20 0:00,7,7,1
136455,2017/9/20 0:00,7,8,1
136429,2017/9/20 0:00,7,17,1
136416,2017/9/20 0:00,7,59,1
136469,2017/9/20 0:00,7,7,1
136456,2017/9/20 0:00,7,8,1
136489,2017/9/20 0:00,7,5,1
136476,2017/9/20 0:00,7,6,1
136463,2017/9/20 0:00,7,7,1
136431,2017/9/20 0:00,7,17,1
136418,2017/9/20 0:00,7,59,1
136666,2017/10/16 0:00,6,3,1
136653,2017/10/16 0:00,6,4,1
136516,2017/9/20 0:00,7,3,1
136503,2017/9/20 0:00,7,4,1
136490,2017/9/20 0:00,7,5,1
136477,2017/9/20 0:00,7,6,1
136464,2017/9/20 0:00,7,7,1
136451,2017/9/20 0:00,7,8,1
136640,2017/10/16 0:00,6,5,1
136627,2017/10/16 0:00,6,6,1
136614,2017/10/16 0:00,6,7,1
136435,2017/9/20 0:00,7,17,1
136422,2017/9/20 0:00,7,59,1
137792,2017/11/23 0:00,4,6,1
136879,2017/11/15 0:00,2,8,1
136881,2017/11/15 0:00,2,8,1
136876,2017/11/15 0:00,2,8,1
136884,2017/11/15 0:00,2,8,1
136877,2017/11/15 0:00,2,8,1
136878,2017/11/15 0:00,2,8,1
136882,2017/11/15 0:00,2,8,1
136427,2017/9/20 0:00,7,17,1
136414,2017/9/20 0:00,7,59,1
136669,2017/10/16 0:00,6,3,1
136656,2017/10/16 0:00,6,4,1
136643,2017/10/16 0:00,6,5,1
136450,2017/9/20 0:00,7,8,1
140796,2018/4/18 0:00,22,17,6
140786,2018/4/18 0:00,22,59,6
141704,2018/5/10 0:00,6,1,6
141691,2018/5/10 0:00,6,2,6
141680,2018/5/10 0:00,6,3,6
140892,2018/4/18 0:00,22,1,6
140880,2018/4/18 0:00,22,2,6
140870,2018/4/18 0:00,22,3,6
140858,2018/4/18 0:00,22,4,6
140848,2018/4/18 0:00,22,5,6
140828,2018/4/18 0:00,22,7,6
140818,2018/4/18 0:00,22,8,6
140798,2018/4/18 0:00,22,17,6
140788,2018/4/18 0:00,22,59,6
141557,2018/5/3 0:00,9,1,6
141544,2018/5/3 0:00,9,2,6
141533,2018/5/3 0:00,9,3,6
141555,2018/5/3 0:00,9,1,6
141542,2018/5/3 0:00,9,2,6
141531,2018/5/3 0:00,9,3,6
141554,2018/5/3 0:00,9,1,6
141547,2018/5/3 0:00,9,2,6
141530,2018/5/3 0:00,9,3,6
141550,2018/5/3 0:00,9,1,6
141538,2018/5/3 0:00,9,2,6
141526,2018/5/3 0:00,9,3,6
141560,2018/5/3 0:00,9,1,6
141546,2018/5/3 0:00,9,2,6
141536,2018/5/3 0:00,9,3,6
141552,2018/5/3 0:00,9,1,6
141540,2018/5/3 0:00,9,2,6
141528,2018/5/3 0:00,9,3,6
141549,2018/5/3 0:00,9,1,6
141851,2018/5/27 0:00,7,1,6
141525,2018/5/3 0:00,9,3,6
141553,2018/5/3 0:00,9,1,6
141541,2018/5/3 0:00,9,2,6
141551,2018/5/3 0:00,9,1,6
141539,2018/5/3 0:00,9,2,6
141527,2018/5/3 0:00,9,3,6
141529,2018/5/3 0:00,9,3,6
141556,2018/5/3 0:00,9,1,6
141543,2018/5/3 0:00,9,2,6
141532,2018/5/3 0:00,9,3,6
141701,2018/5/10 0:00,6,1,6
141694,2018/5/10 0:00,6,2,6
141558,2018/5/3 0:00,9,1,6
141545,2018/5/3 0:00,9,2,6
141534,2018/5/3 0:00,9,3,6
141677,2018/5/10 0:00,6,3,6
141697,2018/5/10 0:00,6,1,6
141685,2018/5/10 0:00,6,2,6
141673,2018/5/10 0:00,6,3,6
141699,2018/5/10 0:00,6,1,6
141687,2018/5/10 0:00,6,2,6
144753,2018/10/11 0:00,6,8,7
144729,2018/10/11 0:00,6,17,7
144717,2018/10/11 0:00,6,59,7
144814,2018/10/11 0:00,6,3,7
144802,2018/10/11 0:00,6,4,7
144790,2018/10/11 0:00,6,5,7
144778,2018/10/11 0:00,6,6,7
144766,2018/10/11 0:00,6,7,7
144754,2018/10/11 0:00,6,8,7
144730,2018/10/11 0:00,6,17,7
144718,2018/10/11 0:00,6,59,7
144810,2018/10/11 0:00,6,3,7
144798,2018/10/11 0:00,6,4,7
144786,2018/10/11 0:00,6,5,7
144774,2018/10/11 0:00,6,6,7
144762,2018/10/11 0:00,6,7,7
144750,2018/10/11 0:00,6,8,7
144726,2018/10/11 0:00,6,17,7
144714,2018/10/11 0:00,6,59,7
144812,2018/10/11 0:00,6,3,7
144800,2018/10/11 0:00,6,4,7
144953,2018/10/23 0:00,22,2,7
144939,2018/10/23 0:00,22,3,7
