考勤ID,考勤类型ID,学生ID,时间
142422,9900400,14651,2019/1/10 13:54
139856,9900400,14261,2018/10/19 16:44
140111,9900400,14261,2018/10/26 16:29
131982,9900300,13489,2017/9/21 15:26
132065,9900300,13870,2017/9/21 16:41
132147,9900300,13579,2017/9/21 16:48
132193,9900300,13518,2017/9/22 9:44
132202,9900300,13904,2017/9/22 9:47
132209,9900300,13786,2017/9/22 9:51
132717,9900100,14429,2017/11/28 7:28
133421,9900300,14429,2018/1/17 13:05
137798,9900100,14386,2018/6/10 7:33
138666,9900500,14909,2018/9/16 11:49
133092,9900200,12967,2018/1/2 7:37
133125,9900200,13676,2018/1/3 7:28
133137,9900100,13676,2018/1/3 7:37
133167,9900100,12998,2018/1/5 7:37
134323,9900300,13572,2018/1/27 12:20
134340,9900300,13676,2018/1/27 12:36
134344,9900300,13932,2018/1/27 12:38
134171,9900200,13819,2018/1/27 10:38
134287,9900300,13498,2018/1/27 11:32
134261,9900300,13819,2018/1/27 11:15
134361,9900300,13548,2018/1/27 13:32
134465,9900200,13765,2018/1/27 14:40
134373,9900300,13551,2018/1/27 14:28
134559,9900200,13722,2018/1/27 14:52
134718,9900100,12967,2018/2/26 7:30
134801,9900300,13694,2018/3/15 10:59
134876,9900100,13018,2018/3/21 7:28
137243,9900100,13911,2018/5/30 7:27
139666,9900500,14909,2018/10/14 11:40
142482,9900400,14909,2019/1/14 15:50
142446,9900200,16120,2019/1/11 7:11
134793,9900300,13551,2018/3/15 9:24
134820,9900300,13722,2018/3/15 11:36
134794,9900300,13890,2018/3/15 9:31
134834,9900300,13572,2018/3/15 11:38
135051,9900500,13548,2018/4/17 17:38
130138,9900200,13722,2016/9/14 7:13
130384,9900100,13904,2016/9/21 7:30
130422,9900100,14328,2016/9/29 7:31
130510,9900200,13801,2016/10/26 7:31
133225,9900200,13890,2018/1/15 7:06
133266,9900300,12967,2018/1/15 11:04
137197,9900500,14932,2018/5/29 17:48
137329,9900400,14900,2018/5/31 17:42
137330,9900500,14900,2018/5/31 17:47
137395,9900400,14897,2018/6/1 17:29
137396,9900400,14886,2018/6/1 17:29
137411,9900400,14904,2018/6/1 17:56
137429,9900500,14886,2018/6/1 18:56
137430,9900500,14897,2018/6/1 18:59
137438,9900500,14929,2018/6/2 12:17
137450,9900400,14926,2018/6/2 15:52
137452,9900400,14886,2018/6/2 16:13
137462,9900400,14923,2018/6/2 16:58
137470,9900500,14923,2018/6/2 17:51
137493,9900400,14891,2018/6/3 11:48
137399,9900400,14901,2018/6/1 17:32
137454,9900500,14886,2018/6/2 16:23
137446,9900400,14929,2018/6/2 15:13
137405,9900500,14901,2018/6/1 17:47
137474,9900500,14891,2018/6/2 17:58
137490,9900400,14886,2018/6/3 10:27
137497,9900500,14886,2018/6/3 12:24
138303,9900500,14901,2018/7/1 17:53
138537,9900400,14354,2018/9/10 16:35
138538,9900400,14227,2018/9/10 16:35
138758,9900400,14834,2018/9/19 6:58
133302,9900300,14432,2018/1/15 12:07
133406,9900300,14398,2018/1/17 12:54
130450,9900200,14354,2016/10/8 7:15
134327,9900300,13484,2018/1/27 12:22
134179,9900200,13687,2018/1/27 10:46
134179,9900200,14382,2018/1/27 10:46
134370,9900300,13790,2018/1/27 14:21
134351,9900300,13645,2018/1/27 12:47
134418,9900200,13484,2018/1/27 14:36
134545,9900200,13725,2018/1/27 14:50
134519,9900200,13746,2018/1/27 14:45
134594,9900300,13906,2018/1/27 16:26
134875,9900100,14398,2018/3/21 7:28
130433,9900200,14392,2016/10/4 7:04
130783,9900100,12758,2016/12/12 7:28
130819,9900100,14392,2016/12/14 7:37
130889,9900100,12758,2016/12/26 7:27
136183,9900500,13484,2018/5/11 7:52
136159,9900500,13725,2018/5/11 7:37
136198,9900400,13790,2018/5/11 10:37
134846,9900300,13725,2018/3/15 15:17
134849,9900300,13906,2018/3/16 7:50
134853,9900300,13725,2018/3/16 9:37
134854,9900300,13714,2018/3/16 9:37
135052,9900500,13681,2018/4/17 17:38
135115,9900400,13484,2018/4/19 9:26
130357,9900300,12750,2016/9/20 14:37
130322,9900300,12831,2016/9/19 16:53
130336,9900200,13670,2016/9/20 7:20
130456,9900100,12758,2016/10/8 7:28
130480,9900200,14265,2016/10/13 7:07
136221,9900400,13706,2018/5/11 11:16
136320,9900400,13676,2018/5/11 15:03
136444,9900100,13911,2018/5/15 7:27
136622,9900400,13932,2018/5/18 13:44
133178,9900100,13018,2018/1/8 7:28
137007,9900500,13819,2018/5/25 7:52
137008,9900500,13784,2018/5/25 7:53
131893,9900100,13572,2017/9/20 7:29
131936,9900300,13551,2017/9/21 12:00
140346,9900400,14600,2018/10/31 6:35
140350,9900500,14600,2018/10/31 6:46
140517,9900400,14909,2018/11/11 10:07
140527,9900500,14909,2018/11/11 11:00
131739,9900300,13518,2017/6/30 10:38
131940,9900300,13548,2017/9/21 13:20
131979,9900300,13706,2017/9/21 15:22
131833,9900300,13932,2017/6/30 11:06
132109,9900300,13784,2017/9/21 16:45
132140,9900300,13911,2017/9/21 16:47
132831,9900100,12967,2017/12/8 7:37
132842,9900100,12967,2017/12/7 11:36
132880,9900100,12998,2017/12/12 7:28
117730,300100,11271,2014/3/21 6:39
117978,300200,10976,2014/3/21 10:11
117979,300200,10897,2014/3/21 10:11
118038,300100,11273,2014/3/24 6:30
118234,100100,10994,2014/3/24 7:28
118235,100100,10994,2014/3/24 7:28
134316,9900200,14109,2018/1/27 12:10
134211,9900200,14185,2018/1/27 11:06
134230,9900200,14019,2018/1/27 11:08
134369,9900300,13917,2018/1/27 14:21
134402,9900200,14199,2018/1/27 14:35
134405,9900200,13844,2018/1/27 14:35
137449,9900500,14199,2018/6/2 15:45
139514,9900400,14319,2018/10/11 9:53
139601,9900200,13970,2018/10/12 7:14
138319,9900100,14199,2018/7/2 7:30
132900,9900100,14109,2017/12/14 7:27
132924,9900100,14274,2017/12/14 7:39
130418,9900200,13794,2016/9/29 7:22
134656,9900300,14185,2018/1/29 15:19
134583,9900200,14336,2018/1/27 15:12
134655,9900300,14261,2018/1/29 15:19
134664,9900300,14450,2018/1/29 15:21
134804,9900300,13844,2018/3/15 11:33
130122,9900100,13750,2016/9/7 7:29
142497,9900200,14002,2019/1/15 7:19
139839,9900400,13970,2018/10/19 16:33
139854,9900400,14293,2018/10/19 16:38
140124,9900400,13970,2018/10/26 16:35
140114,9900400,14293,2018/10/26 16:31
130525,9900200,13724,2016/10/28 7:25
130812,9900100,14374,2016/12/14 7:28
134313,9900300,13492,2018/1/27 12:07
134283,9900200,14000,2018/1/27 11:32
134335,9900300,13804,2018/1/27 12:29
134201,9900200,14311,2018/1/27 11:03
134214,9900200,14224,2018/1/27 11:06
134243,9900200,14078,2018/1/27 11:11
134448,9900200,14325,2018/1/27 14:39
134461,9900200,14161,2018/1/27 14:40
134462,9900200,13660,2018/1/27 14:40
134377,9900200,13804,2018/1/27 14:33
134416,9900200,13646,2018/1/27 14:36
134561,9900200,14335,2018/1/27 14:53
134515,9900200,13726,2018/1/27 14:45
137116,9900100,14116,2018/5/28 7:29
139751,9900500,14498,2018/10/17 6:41
139579,9900500,14502,2018/10/12 6:57
139715,9900400,14057,2018/10/15 11:55
139767,9900500,14502,2018/10/17 6:59
139716,9900400,14057,2018/10/15 12:31
139750,9900400,14498,2018/10/17 6:37
139757,9900400,14502,2018/10/17 6:45
139785,9900500,14499,2018/10/18 6:49
139781,9900400,14499,2018/10/18 6:45
142434,9900400,14499,2019/1/10 16:03
142440,9900500,14502,2019/1/10 20:11
138468,9900500,14499,2018/9/5 6:47
138498,9900500,14499,2018/9/6 7:00
138499,9900500,14502,2018/9/6 7:00
138438,9900500,14502,2018/9/3 7:01
138439,9900500,14499,2018/9/3 7:01
138554,9900500,14502,2018/9/11 6:45
138467,9900400,14499,2018/9/5 6:43
138702,9900500,13963,2018/9/17 6:47
138728,9900500,14499,2018/9/18 6:49
138733,9900500,14499,2018/9/18 6:54
132941,9900100,14078,2017/12/18 7:26
133040,9900100,14116,2017/12/28 7:29
133186,9900100,13528,2018/1/8 7:58
130444,9900200,13528,2016/10/7 7:12
130627,9900200,14367,2016/11/14 7:15
134532,9900200,13492,2018/1/27 14:47
134657,9900300,14224,2018/1/29 15:19
134612,9900100,14190,2018/1/29 8:08
134691,9900300,14341,2018/1/29 15:44
134692,9900200,14308,2018/2/8 15:33
134826,9900300,13528,2018/3/15 11:37
134967,9900100,13528,2018/4/13 8:54
135039,9900400,14311,2018/4/17 15:34
130505,9900200,13848,2016/10/26 7:16
130509,9900200,13804,2016/10/26 7:30
130536,9900200,13528,2016/10/28 7:42
142430,9900400,14472,2019/1/10 15:37
142441,9900400,14502,2019/1/10 20:16
139836,9900400,14279,2018/10/19 16:33
139965,9900400,14133,2018/10/22 11:46
139966,9900500,14133,2018/10/22 12:20
140043,9900500,14502,2018/10/25 6:43
139949,9900400,14502,2018/10/22 6:49
139953,9900500,14502,2018/10/22 6:55
140040,9900400,14502,2018/10/25 6:36
140118,9900400,13953,2018/10/26 16:34
140285,9900400,14502,2018/10/30 6:50
138458,9900500,14856,2018/9/4 11:15
138497,9900500,14856,2018/9/6 6:54
138524,9900500,14856,2018/9/10 6:48
138533,9900400,14785,2018/9/10 12:19
138536,9900500,14785,2018/9/10 13:02
138542,9900400,14856,2018/9/11 6:26
138543,9900500,14856,2018/9/11 6:27
138561,9900200,14785,2018/9/11 7:16
138570,9900400,14856,2018/9/13 6:35
138686,9900500,14921,2018/9/16 12:23
138751,9900400,14856,2018/9/19 6:36
132907,9900100,13839,2017/12/14 7:28
132918,9900100,13691,2017/12/14 7:29
132959,9900100,13839,2017/12/19 7:26
134286,9900300,13743,2018/1/27 11:32
134181,9900200,13839,2018/1/27 10:48
134182,9900200,13763,2018/1/27 10:48
134357,9900300,13740,2018/1/27 13:04
134602,9900100,13625,2018/1/29 8:03
134605,9900100,13720,2018/1/29 8:04
137586,9900500,13677,2018/6/6 7:27
137611,9900400,13677,2018/6/6 9:59
139688,9900500,14921,2018/10/14 12:20
139610,9900500,14856,2018/10/12 14:18
139633,9900400,14921,2018/10/14 10:07
139609,9900400,14856,2018/10/12 13:31
139747,9900400,14574,2018/10/17 6:25
139772,9900400,14574,2018/10/18 6:20
139748,9900500,14574,2018/10/17 6:31
139773,9900500,14574,2018/10/18 6:30
139774,9900400,14856,2018/10/18 6:31
139778,9900500,14856,2018/10/18 6:35
142468,9900400,14921,2019/1/13 17:37
142469,9900500,14921,2019/1/13 17:37
142573,9900400,14856,2019/1/18 6:44
142597,9900400,16103,2019/1/18 9:12
139999,9900400,14574,2018/10/24 6:22
140000,9900500,14574,2018/10/24 6:28
134769,9900200,13745,2018/3/12 7:18
134991,9900200,13677,2018/4/16 7:11
135020,9900100,13839,2018/4/17 7:27
135080,9900100,13740,2018/4/18 9:47
130399,9900200,14119,2016/9/27 7:16
133226,9900200,13745,2018/1/15 7:18
133291,9900300,13020,2018/1/15 11:51
130705,9900100,12902,2016/11/28 7:28
130650,9900100,12902,2016/11/18 7:31
136219,9900400,13763,2018/5/11 11:15
136222,9900400,13677,2018/5/11 11:16
136258,9900400,13779,2018/5/11 12:43
136321,9900400,13720,2018/5/11 15:04
136324,9900400,13740,2018/5/11 15:04
136487,9900500,13020,2018/5/16 12:17
131575,9900100,14119,2017/6/12 7:30
133022,9900200,13020,2017/12/26 7:24
133072,9900200,13745,2018/1/2 7:15
137009,9900500,13839,2018/5/25 7:53
137015,9900500,13625,2018/5/25 7:56
137028,9900500,13807,2018/5/25 8:08
131743,9900300,13737,2017/6/30 10:39
131935,9900300,13691,2017/9/21 11:46
131726,9900300,13943,2017/6/30 10:36
134311,9900300,13769,2018/1/27 12:06
134450,9900200,13730,2018/1/27 14:39
134468,9900200,13768,2018/1/27 14:41
134483,9900200,13817,2018/1/27 14:42
134537,9900200,14133,2018/1/27 14:48
134553,9900200,14128,2018/1/27 14:51
134576,9900200,14114,2018/1/27 15:04
134693,9900200,13963,2018/2/10 11:49
134685,9900300,14128,2018/1/29 15:33
134883,9900100,13574,2018/3/21 7:32
137100,9900400,14057,2018/5/28 7:00
137254,9900100,13574,2018/5/30 7:32
137304,9900400,13716,2018/5/31 9:14
137356,9900400,14057,2018/6/1 6:59
137365,9900500,14057,2018/6/1 7:19
139629,9900400,15963,2018/10/14 10:05
139682,9900500,15963,2018/10/14 12:08
138744,9900100,14300,2018/9/18 7:28
132987,9900100,13768,2017/12/21 7:29
132908,9900100,14128,2017/12/14 7:28
132925,9900100,13769,2017/12/14 8:14
133041,9900100,13862,2017/12/28 7:29
133199,9900100,13862,2018/1/9 8:27
130554,9900200,13740,2016/10/28 8:04
130431,9900200,14038,2016/9/30 7:21
130600,9900100,13740,2016/11/4 7:32
130693,9900100,13863,2016/11/24 7:27
130594,9900200,13779,2016/11/4 7:11
142526,9900100,16092,2019/1/16 7:26
142566,9900400,14708,2019/1/17 12:32
139896,9900400,15963,2018/10/21 10:11
139911,9900500,15963,2018/10/21 11:14
139957,9900100,14708,2018/10/22 7:26
140055,9900100,14708,2018/10/25 7:26
134781,9900100,13862,2018/3/13 8:19
134800,9900300,13716,2018/3/15 10:07
135016,9900400,14057,2018/4/17 7:03
130488,9900100,14038,2016/10/24 7:27
136396,9900400,13744,2018/5/14 11:32
136528,9900500,14057,2018/5/17 7:22
130749,9900100,14078,2016/12/5 7:29
130750,9900100,13740,2016/12/5 7:31
130756,9900100,13740,2016/12/6 7:31
130768,9900200,12881,2016/12/8 7:21
130683,9900100,13740,2016/11/23 7:32
136158,9900500,13730,2018/5/11 7:37
136435,9900400,14057,2018/5/15 7:01
136436,9900400,14057,2018/5/15 7:22
136438,9900500,14057,2018/5/15 7:23
136246,9900400,13520,2018/5/11 12:05
136451,9900400,13744,2018/5/15 10:36
136520,9900400,14057,2018/5/17 7:03
131566,9900200,14325,2017/6/14 7:10
132998,9900100,13862,2017/12/22 8:30
133016,9900100,13862,2017/12/25 9:38
136915,9900400,14057,2018/5/24 7:02
136922,9900500,14057,2018/5/24 7:24
136973,9900100,13963,2018/5/25 7:27
136983,9900500,13963,2018/5/25 7:31
140084,9900400,16110,2018/10/26 6:37
140090,9900500,16110,2018/10/26 6:55
140228,9900400,16110,2018/10/29 6:38
137192,9900400,14919,2018/5/29 17:45
137198,9900500,14933,2018/5/29 17:48
137213,9900500,14919,2018/5/29 18:11
137217,9900400,14912,2018/5/29 20:28
137407,9900400,14921,2018/6/1 17:55
137408,9900400,14898,2018/6/1 17:56
137409,9900400,14913,2018/6/1 17:56
137416,9900500,14898,2018/6/1 18:02
137417,9900500,14913,2018/6/1 18:02
137451,9900400,14898,2018/6/2 15:52
137485,9900400,14921,2018/6/3 8:33
137504,9900500,14921,2018/6/3 14:23
137488,9900500,14921,2018/6/3 9:45
137413,9900500,14921,2018/6/1 18:01
137597,9900500,13624,2018/6/6 8:07
137476,9900500,14921,2018/6/2 17:58
137503,9900400,14921,2018/6/3 14:10
138601,9900200,14000,2018/9/14 7:03
133054,9900200,14383,2017/12/29 7:21
133057,9900200,13701,2017/12/29 7:23
133074,9900200,13624,2018/1/2 7:23
133107,9900100,14414,2017/12/27 8:30
133130,9900100,14383,2018/1/3 7:29
133289,9900300,14383,2018/1/15 11:50
133412,9900300,14381,2018/1/17 12:55
134366,9900300,13737,2018/1/27 14:01
134400,9900200,13738,2018/1/27 14:35
134437,9900200,13612,2018/1/27 14:38
134555,9900200,13848,2018/1/27 14:51
134535,9900200,13916,2018/1/27 14:47
134770,9900100,13612,2018/3/12 7:27
134742,9900100,14381,2018/3/5 7:28
130533,9900200,12575,2016/10/28 7:40
136685,9900100,13681,2018/5/21 7:28
113500,200100,11126,2014/2/18 7:37
113779,300100,11766,2014/2/24 6:32
113788,300100,12256,2014/2/24 6:33
113789,300100,12256,2014/2/24 6:33
113901,300100,12023,2014/2/24 6:37
113951,300100,12288,2014/2/24 6:40
113952,300100,12288,2014/2/24 6:40
134321,9900300,14351,2018/1/27 12:13
134326,9900300,13810,2018/1/27 12:21
134228,9900200,14080,2018/1/27 11:08
134257,9900200,14351,2018/1/27 11:15
134542,9900200,14271,2018/1/27 14:49
134499,9900200,13810,2018/1/27 14:44
134504,9900200,14227,2018/1/27 14:44
134530,9900200,13886,2018/1/27 14:46
137273,9900400,14269,2018/5/30 15:46
137350,9900400,14560,2018/6/1 6:33
137352,9900400,14560,2018/6/1 6:41
139611,9900400,14479,2018/10/12 15:53
139729,9900500,14479,2018/10/16 7:00
139764,9900500,14479,2018/10/17 6:58
139726,9900400,14479,2018/10/16 6:51
139758,9900400,14479,2018/10/17 6:45
142418,9900400,14457,2019/1/10 11:27
142435,9900400,14479,2019/1/10 16:07
142445,9900400,14045,2019/1/11 7:08
138450,9900500,14479,2018/9/4 6:42
138545,9900400,14479,2018/9/11 6:35
138568,9900400,14479,2018/9/13 6:31
138622,9900400,14310,2018/9/14 16:47
132926,9900100,13810,2017/12/14 8:16
132939,9900100,14275,2017/12/15 7:50
132912,9900100,14354,2017/12/14 7:28
133020,9900200,14351,2017/12/26 7:18
134642,9900300,14330,2018/1/29 15:15
134646,9900300,14271,2018/1/29 15:18
134652,9900300,14227,2018/1/29 15:18
134647,9900300,14115,2018/1/29 15:18
134675,9900300,14284,2018/1/29 15:24
134650,9900300,14354,2018/1/29 15:18
130104,9900100,13504,2016/9/1 7:28
130439,9900200,13906,2016/10/6 6:54
130520,9900200,14290,2016/10/28 7:14
142451,9900500,14045,2019/1/11 7:24
142455,9900400,14508,2019/1/11 7:35
142512,9900400,14479,2019/1/16 6:39
139832,9900400,14478,2018/10/19 16:30
139844,9900400,14310,2018/10/19 16:34
139948,9900400,14479,2018/10/22 6:49
139952,9900500,14479,2018/10/22 6:55
140102,9900400,14479,2018/10/26 15:47
140245,9900100,14496,2018/10/29 7:26
140284,9900400,14479,2018/10/30 6:49
131591,9900100,13565,2017/6/16 7:37
134401,9900200,14365,2018/1/27 14:35
134493,9900200,14350,2018/1/27 14:43
134498,9900200,14309,2018/1/27 14:43
134619,9900100,14309,2018/1/29 8:23
134626,9900300,14365,2018/1/29 14:55
134629,9900300,14101,2018/1/29 14:59
134639,9900300,14217,2018/1/29 15:15
134644,9900300,14123,2018/1/29 15:15
134660,9900300,14350,2018/1/29 15:19
134697,9900100,14168,2018/2/27 7:26
134778,9900100,14168,2018/3/13 7:28
134686,9900300,14168,2018/1/29 15:36
138460,9900400,14152,2018/9/4 12:51
138323,9900100,14309,2018/7/2 7:30
138412,9900500,14568,2018/7/6 6:28
138409,9900400,14637,2018/7/5 16:20
132936,9900100,14096,2017/12/15 7:27
132946,9900100,14168,2017/12/18 7:27
132919,9900100,14168,2017/12/14 7:29
130442,9900100,13024,2016/10/6 7:28
130562,9900100,13024,2016/10/31 7:28
137249,9900100,14655,2018/5/30 7:28
139504,9900200,13996,2018/10/11 9:50
139505,9900400,13996,2018/10/11 9:51
139807,9900100,14048,2018/10/18 7:26
134709,9900100,14168,2018/2/28 7:28
134745,9900100,14168,2018/3/5 7:36
134760,9900100,14168,2018/3/8 7:29
134730,9900100,14168,2018/3/2 7:27
130318,9900300,12812,2016/9/19 16:52
130355,9900300,12614,2016/9/20 14:36
130359,9900300,12599,2016/9/20 14:56
130383,9900100,13024,2016/9/21 7:27
130220,9900300,12743,2016/9/19 16:39
130221,9900300,12743,2016/9/19 16:39
130436,9900100,13024,2016/10/5 7:29
130549,9900200,12690,2016/10/28 8:00
130619,9900200,13024,2016/11/3 10:33
130821,9900200,12599,2016/12/15 7:14
130902,9900100,12965,2016/12/27 7:45
135000,9900300,13833,2018/4/16 13:53
130435,9900200,14452,2016/10/5 7:04
130521,9900200,13680,2016/10/28 7:14
130522,9900200,13495,2016/10/28 7:18
136397,9900400,13496,2018/5/14 11:52
133194,9900100,14069,2018/1/9 7:27
133251,9900300,12970,2018/1/15 10:46
113529,200100,11042,2014/2/16 7:15
113465,100100,11042,2014/2/17 7:31
113466,200100,11042,2014/2/17 7:31
113736,200100,11055,2014/2/20 7:17
113738,200100,11042,2014/2/21 7:17
113944,300100,11731,2014/2/24 6:39
113945,300100,11779,2014/2/24 6:39
130642,9900200,11735,2016/11/18 7:04
130642,9900200,14427,2016/11/18 7:04
130598,9900100,12752,2016/11/4 7:28
130824,9900100,14250,2016/12/15 7:26
134815,9900300,13848,2018/3/15 11:35
134839,9900300,13738,2018/3/15 11:41
135123,9900400,13753,2018/4/19 14:42
113730,200100,11937,2014/2/21 7:23
113739,200100,11127,2014/2/21 7:17
113843,300100,11754,2014/2/24 6:36
114032,300100,11125,2014/2/24 6:43
114034,300100,11742,2014/2/24 6:44
114070,100100,11223,2014/2/24 7:37
114222,300100,11125,2014/2/27 6:39
131977,9900300,13848,2017/9/21 15:22
142423,9900400,14609,2019/1/10 13:58
142427,9900400,14619,2019/1/10 14:48
140578,9900500,14654,2018/11/12 14:36
137458,9900400,14921,2018/6/2 16:57
132095,9900300,13916,2017/9/21 16:43
132105,9900300,13624,2017/9/21 16:44
132204,9900200,13701,2017/9/22 9:47
132212,9900300,13933,2017/9/22 9:52
132837,9900100,14414,2017/12/7 11:36
132847,9900100,14414,2017/12/6 11:36
133284,9900300,14381,2018/1/15 11:45
137824,9900400,14609,2018/6/10 16:04
137949,9900400,14933,2018/6/15 12:31
137980,9900400,14921,2018/6/15 17:04
138004,9900100,14414,2018/6/12 7:30
138150,9900400,14898,2018/6/22 18:21
138384,9900500,14856,2018/7/5 6:43
138420,9900500,14856,2018/7/6 6:58
138422,9900500,14498,2018/7/6 7:11
138423,9900500,14499,2018/7/6 7:12
138389,9900500,14499,2018/7/5 7:05
138390,9900500,14498,2018/7/5 7:05
138417,9900400,14498,2018/7/6 6:53
138418,9900400,14499,2018/7/6 6:53
138416,9900400,14856,2018/7/6 6:45
138434,9900400,14252,2018/9/3 6:38
137088,9900500,14498,2018/5/28 6:38
137143,9900400,14856,2018/5/29 6:33
137232,9900400,14856,2018/5/30 6:41
137280,9900400,14856,2018/5/31 6:42
137282,9900500,14856,2018/5/31 6:45
137349,9900400,14856,2018/6/1 6:33
137387,9900400,14251,2018/6/1 11:25
137518,9900500,14856,2018/6/4 6:49
137540,9900400,14456,2018/6/4 12:49
137550,9900500,14856,2018/6/5 6:45
137351,9900500,14856,2018/6/1 6:37
137515,9900400,14856,2018/6/4 6:45
137548,9900400,14856,2018/6/5 6:39
139792,9900400,14252,2018/10/18 6:55
138532,9900400,14554,2018/9/10 9:12
138623,9900400,14888,2018/9/14 18:21
132975,9900100,13717,2017/12/12 7:32
132901,9900100,13013,2017/12/14 7:27
132906,9900100,13914,2017/12/14 7:27
132983,9900100,13717,2017/12/20 7:33
132999,9900100,13002,2017/12/18 13:30
133043,9900100,13606,2017/12/28 7:35
133017,9900200,13606,2017/12/26 7:13
133109,9900100,13002,2017/12/27 8:30
133142,9900100,13598,2018/1/3 7:37
134330,9900300,13802,2018/1/27 12:23
134342,9900300,13717,2018/1/27 12:36
134284,9900300,13914,2018/1/27 11:32
134456,9900200,13903,2018/1/27 14:40
134378,9900300,13598,2018/1/27 14:33
134404,9900200,13567,2018/1/27 14:35
137246,9900100,13914,2018/5/30 7:27
137529,9900500,13614,2018/6/4 7:30
137556,9900400,13877,2018/6/5 7:14
137560,9900500,13877,2018/6/5 7:27
139704,9900500,14895,2018/10/14 14:25
139699,9900400,14895,2018/10/14 13:17
139662,9900500,14885,2018/10/14 11:39
142473,9900400,14885,2019/1/13 18:38
142475,9900500,14885,2019/1/13 18:44
142483,9900400,14885,2019/1/14 15:51
